,S.No,BrandName,Product ID,Product Name,Brand Desc,Product Size,Currency,MRP,SellPrice,Discount,Category,delta
2167,2168,aurelia,AURELIA13,AURELIA13 - Indianwear-Women,dyed cotton round neck womens straight kurta - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,999.0,699,30% off,Indianwear-Women,300.0
2168,2169,aurelia,AURELIA14,AURELIA14 - Indianwear-Women,yarn dyed band with v straight womens kurta - yellow,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,999.0,499,50% off,Indianwear-Women,500.0
2169,2170,aurelia,AURELIA15,AURELIA15 - Indianwear-Women,yarn dyed round neck a-line womens kurta - blue,"Size:X-Large,XX-Large",Rs.,2499.0,1249,50% off,Indianwear-Women,1250.0
2170,2171,aurelia,AURELIA16,AURELIA16 - Indianwear-Women,printed polyester round neck womens straight dress - grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,2199.0,1539,30% off,Indianwear-Women,660.0
2171,2172,aurelia,AURELIA17,AURELIA17 - Indianwear-Women,dyed cotton womens casual dupatta - white,Nan,Rs.,0.9,499,10% off,Indianwear-Women,-498.1
2172,2173,aurelia,AURELIA18,AURELIA18 - Indianwear-Women,yarn dyed band with v straight womens kurta - navy,"Size:Medium,Small,X-Large,XX-Large",Rs.,999.0,499,50% off,Indianwear-Women,500.0
2173,2174,aurelia,AURELIA19,AURELIA19 - Indianwear-Women,yarn dyed band with v straight womens kurta - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,999.0,499,50% off,Indianwear-Women,500.0
2174,2175,aurelia,AURELIA20,AURELIA20 - Indianwear-Women,printed v-neck cotton womens knee length kurta - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,8.9,1599,10% off,Indianwear-Women,-1590.1
2175,2176,aurelia,AURELIA21,AURELIA21 - Indianwear-Women,printed round neck straight womens kurta - mustard,Size:Medium,Rs.,1049.0,524,50% off,Indianwear-Women,525.0
2176,2177,aurelia,AURELIA22,AURELIA22 - Indianwear-Women,yarn dyed band with v straight womens kurta - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,999.0,499,50% off,Indianwear-Women,500.0
2177,2178,aurelia,AURELIA23,AURELIA23 - Indianwear-Women,printed polyester round neck womens flared dress - purple,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,8.9,2999,10% off,Indianwear-Women,-2990.1
2178,2179,aurelia,AURELIA24,AURELIA24 - Indianwear-Women,printed chanderi round neck womens ethnic set - pink,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,4699.0,3289,30% off,Indianwear-Women,1410.0
2179,2180,aurelia,AURELIA25,AURELIA25 - Indianwear-Women,dyed cotton womens straight kurta - peach,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,8.9,999,10% off,Indianwear-Women,-990.1
2180,2181,aurelia,AURELIA26,AURELIA26 - Indianwear-Women,yarn dyed cotton round neck womens straight kurta - green,"Size:Medium,Small,X-Large,X-Small,XX-Large",Rs.,1099.0,769,30% off,Indianwear-Women,330.0
2181,2182,aurelia,AURELIA27,AURELIA27 - Indianwear-Women,printed viscose womens festive palazzo - green,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,1999.0,1399,30% off,Indianwear-Women,600.0
2182,2183,aurelia,AURELIA28,AURELIA28 - Indianwear-Women,solid cotton blend band with v womens kurta set - peach,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,2999.0,2099,30% off,Indianwear-Women,900.0
2183,2184,aurelia,AURELIA29,AURELIA29 - Indianwear-Women,printed cotton round neck womens kurta set - pink,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,3399.0,2379,30% off,Indianwear-Women,1020.0
2184,2185,aurelia,AURELIA30,AURELIA30 - Indianwear-Women,printed viscose round neck womens straight kurta - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1399.0,979,30% off,Indianwear-Women,420.0
2185,2186,aurelia,AURELIA31,AURELIA31 - Indianwear-Women,printed round neck viscose womens calf length kurta - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1099.0,769,30% off,Indianwear-Women,330.0
2186,2187,aurelia,AURELIA32,AURELIA32 - Indianwear-Women,dyed cotton round neck womens above knee kurta - maroon,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1049.0,524,50% off,Indianwear-Women,525.0
2187,2188,aurelia,AURELIA33,AURELIA33 - Indianwear-Women,printed viscose round neck womens ethnic set - grey,"Size:Medium,Small,X-Large,X-Small,XX-Large",Rs.,1999.0,1399,30% off,Indianwear-Women,600.0
2188,2189,aurelia,AURELIA34,AURELIA34 - Indianwear-Women,mandarin cotton womens calf length kurta - navy,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1199.0,839,30% off,Indianwear-Women,360.0
2189,2190,aurelia,AURELIA35,AURELIA35 - Indianwear-Women,dyed poly viscose round neck womens flared kurta - red,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,2499.0,1749,30% off,Indianwear-Women,750.0
2190,2191,aurelia,AURELIA36,AURELIA36 - Indianwear-Women,yarn dyed round neck straight womens kurta - pink,Size:Medium,Rs.,1199.0,599,50% off,Indianwear-Women,600.0
2191,2192,aurelia,AURELIA37,AURELIA37 - Indianwear-Women,printed viscose regular fit womens casual culottes - pink,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,1299.0,909,30% off,Indianwear-Women,390.0
2192,2193,aurelia,AURELIA38,AURELIA38 - Indianwear-Women,printed round neck straight womens kurta - maroon,"Size:Small,X-Small",Rs.,999.0,499,50% off,Indianwear-Women,500.0
2193,2194,aurelia,AURELIA39,AURELIA39 - Indianwear-Women,printed viscose round neck womens straight kurta - pink,Size:Small,Rs.,8.9,1399,10% off,Indianwear-Women,-1390.1
2194,2195,aurelia,AURELIA40,AURELIA40 - Indianwear-Women,solid cotton blend womens casual trousers - yellow,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,999.0,699,30% off,Indianwear-Women,300.0
2195,2196,aurelia,AURELIA41,AURELIA41 - Indianwear-Women,solid mandarin cotton blend womens above knee kurta - yellow,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1049.0,629,40% off,Indianwear-Women,420.0
2196,2197,aurelia,AURELIA42,AURELIA42 - Indianwear-Women,round neck cotton straight designer womens dresses - grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,2199.0,1539,30% off,Indianwear-Women,660.0
2197,2198,aurelia,AURELIA43,AURELIA43 - Indianwear-Women,round neck rayon womens below knee kurta - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,2299.0,1609,30% off,Indianwear-Women,690.0
2198,2199,aurelia,AURELIA44,AURELIA44 - Indianwear-Women,printed viscose round neck womens straight kurta - grey,"Size:Large,Medium,Small",Rs.,8.9,1099,10% off,Indianwear-Women,-1090.1
2199,2200,aurelia,AURELIA45,AURELIA45 - Indianwear-Women,solid cotton blend womens casual trousers - white,"Size:Medium,Small,X-Large,X-Small",Rs.,8.9,999,10% off,Indianwear-Women,-990.1
2200,2201,aurelia,AURELIA46,AURELIA46 - Indianwear-Women,cotton blend round neck womens kurta set - orange,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,2299.0,1609,30% off,Indianwear-Women,690.0
2201,2202,aurelia,AURELIA47,AURELIA47 - Indianwear-Women,yarn dyed round neck straight womens kurta - blue,Size:Medium,Rs.,999.0,499,50% off,Indianwear-Women,500.0
2202,2203,aurelia,AURELIA48,AURELIA48 - Indianwear-Women,printed polyester boat neck womens straight kurta - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,8.9,1199,10% off,Indianwear-Women,-1190.1
2203,2204,aurelia,AURELIA49,AURELIA49 - Indianwear-Women,solid cotton mandarin womens kurta set - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,3299.0,2309,30% off,Indianwear-Women,990.0
2204,2205,aurelia,AURELIA50,AURELIA50 - Indianwear-Women,printed polyester round neck womens ethnic set - blue,"Size:Large,Medium,Small",Rs.,8.9,4999,10% off,Indianwear-Women,-4990.1
2205,2206,aurelia,AURELIA51,AURELIA51 - Indianwear-Women,yarn dyed cotton mandarin womens straight kurta - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1199.0,839,30% off,Indianwear-Women,360.0
2206,2207,aurelia,AURELIA52,AURELIA52 - Indianwear-Women,printed polyester womens flared dress - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,8.9,3399,10% off,Indianwear-Women,-3390.1
2207,2208,aurelia,AURELIA53,AURELIA53 - Indianwear-Women,printed polyester round neck womens straight kurta - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,8.9,1799,10% off,Indianwear-Women,-1790.1
2208,2209,aurelia,AURELIA54,AURELIA54 - Indianwear-Women,round neck cotton womens below knee kurta - yellow,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,8.9,1299,10% off,Indianwear-Women,-1290.1
2209,2210,aurelia,AURELIA55,AURELIA55 - Indianwear-Women,solid georgette round neck womens ethnic set - blue,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,4899.0,3429,30% off,Indianwear-Women,1470.0
2210,2211,aurelia,AURELIA56,AURELIA56 - Indianwear-Women,regular fit polyester womens festive skirt - blue,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,8.9,2499,10% off,Indianwear-Women,-2490.1
2211,2212,aurelia,AURELIA57,AURELIA57 - Indianwear-Women,dyed cotton womens straight kurta - purple,"Size:Large,Medium,Small,X-Small,XX-Large",Rs.,1199.0,839,30% off,Indianwear-Women,360.0
2212,2213,aurelia,AURELIA58,AURELIA58 - Indianwear-Women,printed viscose mandarin womens straight kurta - natural,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1399.0,979,30% off,Indianwear-Women,420.0
2213,2214,aurelia,AURELIA59,AURELIA59 - Indianwear-Women,printed band collar straight womens kurta - natural,"Size:X-Small,XX-Large",Rs.,1499.0,749,50% off,Indianwear-Women,750.0
2214,2215,aurelia,AURELIA60,AURELIA60 - Indianwear-Women,printed viscose womens straight kurta - grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1499.0,1049,30% off,Indianwear-Women,450.0
2215,2216,aurelia,AURELIA61,AURELIA61 - Indianwear-Women,printed cotton mandarin womens flared dress - yellow,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,8.9,3999,10% off,Indianwear-Women,-3990.1
2216,2217,aurelia,AURELIA62,AURELIA62 - Indianwear-Women,yarn dyed cotton round neck womens ethnic set - peach,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,1999.0,1399,30% off,Indianwear-Women,600.0
2217,2218,aurelia,AURELIA63,AURELIA63 - Indianwear-Women,dyed cotton v-neck womens knee length kurta - red,Size:XX-Large,Rs.,799.0,399,50% off,Indianwear-Women,400.0
2218,2219,aurelia,AURELIA64,AURELIA64 - Indianwear-Women,elfino chiffon woven womens dupatta - pink,Nan,Rs.,699.0,419,40% off,Indianwear-Women,280.0
2219,2220,aurelia,AURELIA65,AURELIA65 - Indianwear-Women,solid cotton flax womens non festive trousers - white,"Size:Large,Small,X-Large,X-Small",Rs.,0.9,899,10% off,Indianwear-Women,-898.1
2220,2221,aurelia,AURELIA66,AURELIA66 - Indianwear-Women,mandarin straight designer womens kurtas - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1399.0,979,30% off,Indianwear-Women,420.0
2221,2222,aurelia,AURELIA67,AURELIA67 - Indianwear-Women,yarn dyed cotton round neck womens ethnic set - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1999.0,1399,30% off,Indianwear-Women,600.0
2222,2223,aurelia,AURELIA68,AURELIA68 - Indianwear-Women,printed man made fibre womens casual dupatta - grey,Nan,Rs.,0.9,799,10% off,Indianwear-Women,-798.1
2223,2224,aurelia,AURELIA69,AURELIA69 - Indianwear-Women,printed viscose poly mandarin womens straight kurta - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1399.0,979,30% off,Indianwear-Women,420.0
2224,2225,aurelia,AURELIA70,AURELIA70 - Indianwear-Women,printed polyester womens festive palazzo - red,"Size:X-Large,XX-Large",Rs.,0.9,799,10% off,Indianwear-Women,-798.1
2225,2226,aurelia,AURELIA71,AURELIA71 - Indianwear-Women,printed polyester round neck womens ethnic set - green,"Size:Large,Medium,Small,X-Large",Rs.,8.9,4999,10% off,Indianwear-Women,-4990.1
2226,2227,aurelia,AURELIA72,AURELIA72 - Indianwear-Women,yarn dyed cotton round neck womens straight kurta - white,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1199.0,839,30% off,Indianwear-Women,360.0
2227,2228,aurelia,AURELIA73,AURELIA73 - Indianwear-Women,dyed cotton womens ethnic set - black,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,1999.0,1399,30% off,Indianwear-Women,600.0
2228,2229,aurelia,AURELIA74,AURELIA74 - Indianwear-Women,printed polyester round neck womens ethnic set - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,8.9,1899,10% off,Indianwear-Women,-1890.1
2229,2230,aurelia,AURELIA75,AURELIA75 - Indianwear-Women,printed polyester v neck womens straight kurta - white,"Size:Medium,Small,X-Small",Rs.,999.0,699,30% off,Indianwear-Women,300.0
2230,2231,aurelia,AURELIA76,AURELIA76 - Indianwear-Women,printed polyester round neck womens flared dress - white,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,8.9,2499,10% off,Indianwear-Women,-2490.1
2231,2232,aurelia,AURELIA77,AURELIA77 - Indianwear-Women,solid cotton womens straight kurta - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1299.0,909,30% off,Indianwear-Women,390.0
2232,2233,aurelia,AURELIA78,AURELIA78 - Indianwear-Women,printed round neck cotton womens knee length kurta - pink,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,8.9,1199,10% off,Indianwear-Women,-1190.1
2233,2234,aurelia,AURELIA79,AURELIA79 - Indianwear-Women,printed viscose blend round neck womens ethnic set - brown,"Size:Large,Medium,Small,XX-Large",Rs.,8.9,3999,10% off,Indianwear-Women,-3990.1
2234,2235,aurelia,AURELIA80,AURELIA80 - Indianwear-Women,yarn dyed band collar dobby womens straight dress - green,"Size:Large,Small",Rs.,2599.0,1299,50% off,Indianwear-Women,1300.0
2235,2236,aurelia,AURELIA81,AURELIA81 - Indianwear-Women,yarn dyed round neck straight womens kurta - black,"Size:Small,X-Large",Rs.,1199.0,599,50% off,Indianwear-Women,600.0
2236,2237,aurelia,AURELIA82,AURELIA82 - Indianwear-Women,dyed rayon collared neck womens above knee kurta - blue,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,8.9,1599,10% off,Indianwear-Women,-1590.1
2237,2238,aurelia,AURELIA83,AURELIA83 - Indianwear-Women,yarn dyed viscose poly slub regular fit womens palazzo - multi,"Size:Large,Medium,Small,X-Large",Rs.,999.0,699,30% off,Indianwear-Women,300.0
2238,2239,aurelia,AURELIA84,AURELIA84 - Indianwear-Women,band with placket cotton womens calf length kurta - purple,"Size:Medium,X-Small,XX-Large",Rs.,999.0,699,30% off,Indianwear-Women,300.0
2239,2240,aurelia,AURELIA85,AURELIA85 - Indianwear-Women,printed viscose round neck womens ethnic set - pink,"Size:Medium,Small,X-Large",Rs.,4599.0,2299,50% off,Indianwear-Women,2300.0
2240,2241,aurelia,AURELIA86,AURELIA86 - Indianwear-Women,printed poly viscose womens ethnic set - white,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,8.9,3799,10% off,Indianwear-Women,-3790.1
2241,2242,aurelia,AURELIA87,AURELIA87 - Indianwear-Women,printed polyester round neck womens ethnic set - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1899.0,1329,30% off,Indianwear-Women,570.0
2242,2243,aurelia,AURELIA88,AURELIA88 - Indianwear-Women,printed viscose blend regular fit womens kurta set - green,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,8.9,4199,10% off,Indianwear-Women,-4190.1
2243,2244,aurelia,AURELIA89,AURELIA89 - Indianwear-Women,round neck cotton womens knee length kurta - orange,"Size:Large,Medium,X-Large,X-Small,XX-Large",Rs.,1049.0,734,30% off,Indianwear-Women,315.0
2244,2245,aurelia,AURELIA90,AURELIA90 - Indianwear-Women,printed viscose regular fit womens palazzo - peach,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,1199.0,839,30% off,Indianwear-Women,360.0
2245,2246,aurelia,AURELIA91,AURELIA91 - Indianwear-Women,solid cotton blend womens casual trousers - pink,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,8.9,999,10% off,Indianwear-Women,-990.1
2246,2247,aurelia,AURELIA92,AURELIA92 - Indianwear-Women,dyed cotton round neck womens straight kurta - green,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,1299.0,909,30% off,Indianwear-Women,390.0
2247,2248,aurelia,AURELIA93,AURELIA93 - Indianwear-Women,solid band with v cotton blend womens knee length kurta - yellow,"Size:Medium,Small,X-Small",Rs.,1399.0,979,30% off,Indianwear-Women,420.0
2248,2249,aurelia,AURELIA94,AURELIA94 - Indianwear-Women,round neck cotton womens calf length kurta - navy,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1299.0,909,30% off,Indianwear-Women,390.0
2249,2250,aurelia,AURELIA95,AURELIA95 - Indianwear-Women,yarn dyed cotton collar neck womens a line kurta - navy,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,8.9,2299,10% off,Indianwear-Women,-2290.1
2250,2251,aurelia,AURELIA96,AURELIA96 - Indianwear-Women,solid cotton blend womens casual trousers - black,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,8.9,999,10% off,Indianwear-Women,-990.1
2251,2252,aurelia,AURELIA97,AURELIA97 - Indianwear-Women,printed cotton mandarin womens straight kurta - grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1299.0,909,30% off,Indianwear-Women,390.0
2252,2253,aurelia,AURELIA98,AURELIA98 - Indianwear-Women,solid georgette round neck womens ethnic set - yellow,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,4899.0,3429,30% off,Indianwear-Women,1470.0
2253,2254,aurelia,AURELIA99,AURELIA99 - Indianwear-Women,dyed cotton womens straight kurta - navy,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1499.0,1049,30% off,Indianwear-Women,450.0
2254,2255,aurelia,AURELIA100,AURELIA100 - Indianwear-Women,printed polyester v neck womens straight kurta - blue,"Size:Large,Medium,Small,X-Small",Rs.,999.0,699,30% off,Indianwear-Women,300.0
2255,2256,aurelia,AURELIA101,AURELIA101 - Indianwear-Women,printed polyester round neck womens ankle length kurta - brown,"Size:Medium,XX-Large",Rs.,2199.0,1099,50% off,Indianwear-Women,1100.0
2256,2257,aurelia,AURELIA102,AURELIA102 - Indianwear-Women,solid polyester mandarin womens straight kurta - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,8.9,1099,10% off,Indianwear-Women,-1090.1
2257,2258,aurelia,AURELIA103,AURELIA103 - Indianwear-Women,solid cotton flex regular fit womens casual trousers - pink,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,3.9,1049,10% off,Indianwear-Women,-1045.1
2258,2259,aurelia,AURELIA104,AURELIA104 - Indianwear-Women,solid cotton flex regular fit womens casual culottes - green,"Size:Large,Medium,Small,XX-Large",Rs.,1049.0,734,30% off,Indianwear-Women,315.0
2259,2260,aurelia,AURELIA105,AURELIA105 - Indianwear-Women,yarn dyed round neck straight womens kurta - navy,Size:X-Small,Rs.,1299.0,649,50% off,Indianwear-Women,650.0
2260,2261,aurelia,AURELIA106,AURELIA106 - Indianwear-Women,dyed cotton round neck womens ethnic set - purple,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1999.0,1399,30% off,Indianwear-Women,600.0
2261,2262,aurelia,AURELIA107,AURELIA107 - Indianwear-Women,printed cotton womens casual palazzo - blue,"Size:Large,Medium,Small,X-Large",Rs.,899.0,629,30% off,Indianwear-Women,270.0
2262,2263,aurelia,AURELIA108,AURELIA108 - Indianwear-Women,printed polyester womens straight kurta - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,999.0,699,30% off,Indianwear-Women,300.0
2263,2264,aurelia,AURELIA109,AURELIA109 - Indianwear-Women,round neck cotton womens below knee kurta - multi,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1599.0,1119,30% off,Indianwear-Women,480.0
2264,2265,aurelia,AURELIA110,AURELIA110 - Indianwear-Women,printed cotton round neck womens straight kurta - yellow,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1299.0,909,30% off,Indianwear-Women,390.0
2265,2266,aurelia,AURELIA111,AURELIA111 - Indianwear-Women,band with placket cotton womens knee length kurta - green,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,8.9,1599,10% off,Indianwear-Women,-1590.1
2266,2267,aurelia,AURELIA112,AURELIA112 - Indianwear-Women,printed 60's cambric womens non festive culottes - blue,"Size:Large,XX-Large",Rs.,1049.0,629,40% off,Indianwear-Women,420.0
2267,2268,aurelia,AURELIA113,AURELIA113 - Indianwear-Women,printed poly blend womens festive dupatta - red,Nan,Rs.,8.9,999,10% off,Indianwear-Women,-990.1
2268,2269,aurelia,AURELIA114,AURELIA114 - Indianwear-Women,printed viscose womens ethnic set - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1999.0,1399,30% off,Indianwear-Women,600.0
2269,2270,aurelia,AURELIA115,AURELIA115 - Indianwear-Women,round neck straight designer womens kurtas - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1049.0,734,30% off,Indianwear-Women,315.0
2270,2271,aurelia,AURELIA116,AURELIA116 - Indianwear-Women,printed viscose blend womens regular fit palazzo - pink,"Size:Medium,Small",Rs.,999.0,599,40% off,Indianwear-Women,400.0
